Tender ID,Project Name,Project Type,Description,Duration Deadline (days),Location,Max Budget ($),Company ID,Bid Cost ($),Proposed Start Date,Estimated Duration (days),Employees,Experience (years),Company Value ($),Previous Contracts,Reputation Score,Location Advantage,Cost Deviation (%),Deadline Deviation (%),Numeric Rating,Accepted,Reason
27,Project_27,Residential Building,Description of Project_27 in Residential Building.,280,Rural,18898946,Company_435,16157888.83,2025-06-13,283,238,32,70509413.88,2,0.77,0,-14.5,1.07,77.61,1,Cost-effective and timely
27,Project_27,Residential Building,Description of Project_27 in Residential Building.,280,Rural,18898946,Company_467,20467232.73,2025-10-19,349,927,38,458413648.05,26,0.79,1,8.3,24.64,88.49,1,Cost-effective and timely
27,Project_27,Residential Building,Description of Project_27 in Residential Building.,280,Rural,18898946,Company_756,16955506.84,2025-03-17,286,607,39,97709899.21,42,0.51,0,-10.28,2.14,80.1,1,Cost-effective and timely
27,Project_27,Residential Building,Description of Project_27 in Residential Building.,280,Rural,18898946,Company_705,20510730.97,2025-02-15,318,271,26,310942700.04,33,0.86,0,8.53,13.57,88.29,1,Cost-effective and timely
27,Project_27,Residential Building,Description of Project_27 in Residential Building.,280,Rural,18898946,Company_102,17407003.94,2025-05-24,245,346,27,79848555.36,25,0.88,1,-7.89,-12.5,87.37,1,Cost-effective and timely
28,Project_28,Bridge Construction,Description of Project_28 in Bridge Construction.,627,Rural,1458489,Company_416,1630724.62,2025-02-14,690,221,36,54987251.41,39,0.52,0,11.81,10.05,77.15,1,Cost-effective and timely
28,Project_28,Bridge Construction,Description of Project_28 in Bridge Construction.,627,Rural,1458489,Company_628,1415140.79,2025-08-08,632,894,14,64353361.64,31,0.87,0,-2.97,0.8,83.31,1,Cost-effective and timely
28,Project_28,Bridge Construction,Description of Project_28 in Bridge Construction.,627,Rural,1458489,Company_397,1609643.68,2025-10-08,662,853,30,176372270.19,6,0.64,0,10.36,5.58,72.51,1,Cost-effective and timely
28,Project_28,Bridge Construction,Description of Project_28 in Bridge Construction.,627,Rural,1458489,Company_510,1365115.46,2025-07-20,714,618,10,7136494.05,19,0.82,0,-6.4,13.88,72.36,1,Cost-effective and timely
28,Project_28,Bridge Construction,Description of Project_28 in Bridge Construction.,627,Rural,1458489,Company_522,1640883.68,2025-04-01,634,72,35,229926561.65,21,0.56,0,12.51,1.12,75.49,1,Cost-effective and timely
29,Project_29,Road Construction,Description of Project_29 in Road Construction.,700,Rural,13272706,Company_41,13937771.05,2025-05-05,702,877,27,497159695.1,45,0.87,0,5.01,0.29,95.63,1,Cost-effective and timely
29,Project_29,Road Construction,Description of Project_29 in Road Construction.,700,Rural,13272706,Company_939,15523915.13,2025-08-14,785,764,38,151479700.97,4,0.87,0,16.96,12.14,84.39,1,Cost-effective and timely
29,Project_29,Road Construction,Description of Project_29 in Road Construction.,700,Rural,13272706,Company_814,13637015.0,2025-06-15,677,387,43,303602122.42,21,0.64,0,2.74,-3.29,85.9,1,Cost-effective and timely
29,Project_29,Road Construction,Description of Project_29 in Road Construction.,700,Rural,13272706,Company_107,11708489.75,2025-10-05,735,996,44,59275853.15,26,0.73,1,-11.79,5.0,90.33,1,Cost-effective and timely
29,Project_29,Road Construction,Description of Project_29 in Road Construction.,700,Rural,13272706,Company_11,12861403.21,2025-02-27,748,311,21,159301491.61,47,0.82,1,-3.1,6.86,89.51,1,Cost-effective and timely
30,Project_30,Industrial Complex,Description of Project_30 in Industrial Complex.,679,Rural,14958039,Company_166,15374760.76,2025-06-12,671,519,17,46882996.04,50,0.68,0,2.79,-1.18,80.32,1,Cost-effective and timely
30,Project_30,Industrial Complex,Description of Project_30 in Industrial Complex.,679,Rural,14958039,Company_822,12297510.93,2025-08-02,637,433,46,335628933.22,24,0.85,1,-17.79,-6.19,95.58,1,Cost-effective and timely
30,Project_30,Industrial Complex,Description of Project_30 in Industrial Complex.,679,Rural,14958039,Company_875,12627957.84,2025-06-25,642,438,24,58349384.48,47,0.52,0,-15.58,-5.45,71.31,1,Cost-effective and timely
30,Project_30,Industrial Complex,Description of Project_30 in Industrial Complex.,679,Rural,14958039,Company_239,16085947.34,2025-02-17,727,647,6,350964425.92,2,0.58,0,7.54,7.07,55.05,0,High deviation in cost or deadlines
30,Project_30,Industrial Complex,Description of Project_30 in Industrial Complex.,679,Rural,14958039,Company_741,17629893.88,2025-09-17,758,129,49,458058788.24,29,0.75,1,17.86,11.63,93.37,1,Cost-effective and timely
31,Project_31,Residential Building,Description of Project_31 in Residential Building.,475,Rural,8441009,Company_316,7104386.91,2025-06-22,478,740,25,64759927.77,33,0.54,0,-15.83,0.63,70.5,1,Cost-effective and timely
31,Project_31,Residential Building,Description of Project_31 in Residential Building.,475,Rural,8441009,Company_748,9658231.93,2025-05-17,519,669,29,303639179.86,18,0.9,0,14.42,9.26,86.07,1,Cost-effective and timely
31,Project_31,Residential Building,Description of Project_31 in Residential Building.,475,Rural,8441009,Company_782,8589544.6,2025-09-27,438,823,16,498803118.53,43,0.6,1,1.76,-7.79,72.79,1,Cost-effective and timely
31,Project_31,Residential Building,Description of Project_31 in Residential Building.,475,Rural,8441009,Company_590,8235896.51,2025-09-06,543,164,14,147240871.08,12,0.92,0,-2.43,14.32,77.7,1,Cost-effective and timely
31,Project_31,Residential Building,Description of Project_31 in Residential Building.,475,Rural,8441009,Company_956,7608456.31,2025-12-19,508,628,21,402040438.0,10,0.7,0,-9.86,6.95,70.73,1,Cost-effective and timely
32,Project_32,Industrial Complex,Description of Project_32 in Industrial Complex.,543,Rural,16760451,Company_673,14818719.48,2025-01-20,584,373,36,157516069.5,39,0.9,0,-11.59,7.55,98.57,1,Cost-effective and timely
32,Project_32,Industrial Complex,Description of Project_32 in Industrial Complex.,543,Rural,16760451,Company_980,18043248.19,2025-01-02,587,606,12,367885717.82,20,0.87,0,7.65,8.1,76.62,1,Cost-effective and timely
32,Project_32,Industrial Complex,Description of Project_32 in Industrial Complex.,543,Rural,16760451,Company_634,19226884.25,2025-02-12,587,906,48,375614265.55,14,0.84,0,14.72,8.1,93.35,1,Cost-effective and timely
32,Project_32,Industrial Complex,Description of Project_32 in Industrial Complex.,543,Rural,16760451,Company_81,17580897.78,2025-08-28,596,936,38,356707871.43,43,0.52,0,4.9,9.76,80.59,1,Cost-effective and timely
32,Project_32,Industrial Complex,Description of Project_32 in Industrial Complex.,543,Rural,16760451,Company_866,13853956.79,2025-08-08,551,947,35,19716666.92,21,0.58,0,-17.34,1.47,75.46,1,Cost-effective and timely
33,Project_33,Bridge Construction,Description of Project_33 in Bridge Construction.,682,Suburban,2368586,Company_765,2322380.58,2025-05-07,766,315,38,240333978.59,32,0.77,1,-1.95,12.32,91.83,1,Cost-effective and timely
33,Project_33,Bridge Construction,Description of Project_33 in Bridge Construction.,682,Suburban,2368586,Company_169,2599001.3,2025-06-01,689,978,35,475404116.11,15,0.61,0,9.73,1.03,77.01,1,Cost-effective and timely
33,Project_33,Bridge Construction,Description of Project_33 in Bridge Construction.,682,Suburban,2368586,Company_357,2520528.46,2025-10-01,694,684,5,56930109.68,26,0.6,0,6.41,1.76,61.78,0,High deviation in cost or deadlines
33,Project_33,Bridge Construction,Description of Project_33 in Bridge Construction.,682,Suburban,2368586,Company_105,2808846.36,2025-05-19,744,692,15,181982393.74,2,0.74,1,18.59,9.09,64.56,0,High deviation in cost or deadlines
33,Project_33,Bridge Construction,Description of Project_33 in Bridge Construction.,682,Suburban,2368586,Company_796,2584235.62,2025-04-04,722,186,14,443249098.47,36,0.92,0,9.1,5.87,86.04,1,Cost-effective and timely
34,Project_34,Residential Building,Description of Project_34 in Residential Building.,549,Urban,14563252,Company_584,17149605.58,2025-08-03,523,272,18,352862321.24,5,0.71,1,17.76,-4.74,66.59,0,High deviation in cost or deadlines
34,Project_34,Residential Building,Description of Project_34 in Residential Building.,549,Urban,14563252,Company_481,16589816.24,2025-11-03,578,449,25,453884083.16,3,0.51,0,13.92,5.28,62.7,0,High deviation in cost or deadlines
34,Project_34,Residential Building,Description of Project_34 in Residential Building.,549,Urban,14563252,Company_497,14257701.69,2025-11-11,579,502,23,22048279.24,50,0.97,0,-2.1,5.46,101.03,1,Cost-effective and timely
34,Project_34,Residential Building,Description of Project_34 in Residential Building.,549,Urban,14563252,Company_267,13686236.71,2025-02-13,609,689,37,43468742.65,34,0.56,0,-6.02,10.93,79.92,1,Cost-effective and timely
34,Project_34,Residential Building,Description of Project_34 in Residential Building.,549,Urban,14563252,Company_851,11903935.4,2025-06-11,585,508,24,123674807.42,3,0.98,1,-18.26,6.56,80.47,1,Cost-effective and timely
35,Project_35,Industrial Complex,Description of Project_35 in Industrial Complex.,618,Urban,19320571,Company_450,22939893.83,2025-11-12,701,955,35,474713338.03,11,0.79,0,18.73,13.43,80.99,1,Cost-effective and timely
35,Project_35,Industrial Complex,Description of Project_35 in Industrial Complex.,618,Urban,19320571,Company_476,18074549.13,2025-01-19,625,713,22,125908437.56,41,0.56,0,-6.45,1.13,73.38,1,Cost-effective and timely
35,Project_35,Industrial Complex,Description of Project_35 in Industrial Complex.,618,Urban,19320571,Company_613,15651276.4,2025-11-26,635,769,27,112439342.81,24,0.6,1,-18.99,2.75,71.89,1,Cost-effective and timely
35,Project_35,Industrial Complex,Description of Project_35 in Industrial Complex.,618,Urban,19320571,Company_549,18195175.45,2025-04-04,644,919,11,109397562.22,21,0.74,0,-5.82,4.21,70.83,1,Cost-effective and timely
35,Project_35,Industrial Complex,Description of Project_35 in Industrial Complex.,618,Urban,19320571,Company_554,15892068.15,2025-08-09,598,139,17,35634244.3,26,0.65,0,-17.75,-3.24,69.09,0,High deviation in cost or deadlines
36,Project_36,Residential Building,Description of Project_36 in Residential Building.,646,Suburban,13440015,Company_487,14777254.55,2025-11-15,667,965,48,269983507.28,43,0.68,1,9.95,3.25,95.38,1,Cost-effective and timely
36,Project_36,Residential Building,Description of Project_36 in Residential Building.,646,Suburban,13440015,Company_557,11911378.25,2025-07-26,690,535,9,408705072.81,33,0.89,0,-11.37,6.81,79.79,1,Cost-effective and timely
36,Project_36,Residential Building,Description of Project_36 in Residential Building.,646,Suburban,13440015,Company_456,13142896.71,2025-07-05,654,997,49,451471207.81,14,0.71,0,-2.21,1.24,91.21,1,Cost-effective and timely
36,Project_36,Residential Building,Description of Project_36 in Residential Building.,646,Suburban,13440015,Company_228,15396598.94,2025-01-28,612,642,48,349103882.68,7,0.84,1,14.56,-5.26,91.31,1,Cost-effective and timely
36,Project_36,Residential Building,Description of Project_36 in Residential Building.,646,Suburban,13440015,Company_437,10922163.47,2025-05-12,661,906,24,458047232.71,38,0.56,1,-18.73,2.32,71.33,1,Cost-effective and timely
37,Project_37,Road Construction,Description of Project_37 in Road Construction.,595,Rural,15020172,Company_840,16097681.6,2025-04-21,631,320,34,425453645.03,32,0.59,1,7.17,6.05,79.51,1,Cost-effective and timely
37,Project_37,Road Construction,Description of Project_37 in Road Construction.,595,Rural,15020172,Company_406,15540840.92,2025-09-21,578,623,8,282804649.45,38,0.78,0,3.47,-2.86,76.88,1,Cost-effective and timely
37,Project_37,Road Construction,Description of Project_37 in Road Construction.,595,Rural,15020172,Company_334,17052381.36,2025-11-21,681,972,20,90425232.9,7,0.96,0,13.53,14.45,78.94,1,Cost-effective and timely
37,Project_37,Road Construction,Description of Project_37 in Road Construction.,595,Rural,15020172,Company_675,14058345.47,2025-01-20,579,126,17,43087724.61,40,0.85,0,-6.4,-2.69,86.25,1,Cost-effective and timely
37,Project_37,Road Construction,Description of Project_37 in Road Construction.,595,Rural,15020172,Company_622,16108180.6,2025-06-12,571,604,41,463068077.35,15,0.74,0,7.24,-4.03,86.79,1,Cost-effective and timely
38,Project_38,Industrial Complex,Description of Project_38 in Industrial Complex.,201,Rural,3598554,Company_829,3091943.71,2025-08-16,255,979,32,24845779.58,18,0.92,1,-14.08,26.87,87.12,1,Cost-effective and timely
38,Project_38,Industrial Complex,Description of Project_38 in Industrial Complex.,201,Rural,3598554,Company_801,3228211.18,2025-04-09,237,54,38,231542172.89,37,0.96,0,-10.29,17.91,101.56,1,Cost-effective and timely
38,Project_38,Industrial Complex,Description of Project_38 in Industrial Complex.,201,Rural,3598554,Company_76,3208429.83,2025-12-17,288,818,17,162696310.25,46,0.65,1,-10.84,43.28,71.66,1,Cost-effective and timely
38,Project_38,Industrial Complex,Description of Project_38 in Industrial Complex.,201,Rural,3598554,Company_815,3369341.13,2025-05-01,189,784,41,428328657.33,24,0.85,1,-6.37,-5.97,94.89,1,Cost-effective and timely
38,Project_38,Industrial Complex,Description of Project_38 in Industrial Complex.,201,Rural,3598554,Company_243,4264586.88,2025-07-09,201,150,38,290172473.76,48,0.95,0,18.51,0.0,105.34,1,Cost-effective and timely
39,Project_39,Road Construction,Description of Project_39 in Road Construction.,437,Suburban,19885042,Company_42,22891248.85,2025-08-24,428,499,10,62896614.33,36,0.84,0,15.12,-2.06,78.47,1,Cost-effective and timely
39,Project_39,Road Construction,Description of Project_39 in Road Construction.,437,Suburban,19885042,Company_418,16656894.13,2025-10-15,403,280,12,390143885.47,43,0.73,0,-16.23,-7.78,74.93,1,Cost-effective and timely
39,Project_39,Road Construction,Description of Project_39 in Road Construction.,437,Suburban,19885042,Company_246,16368993.05,2025-02-28,390,292,41,251052426.63,37,0.57,0,-17.68,-10.76,81.22,1,Cost-effective and timely
39,Project_39,Road Construction,Description of Project_39 in Road Construction.,437,Suburban,19885042,Company_255,17286532.68,2025-12-05,498,736,45,309410005.43,42,0.76,0,-13.07,13.96,96.16,1,Cost-effective and timely
39,Project_39,Road Construction,Description of Project_39 in Road Construction.,437,Suburban,19885042,Company_68,19140510.21,2025-09-13,482,670,11,52352612.47,3,0.95,1,-3.74,10.3,73.96,1,Cost-effective and timely
40,Project_40,Residential Building,Description of Project_40 in Residential Building.,251,Suburban,7457723,Company_805,8551593.92,2025-12-16,219,278,7,25932096.69,5,0.51,0,14.67,-12.75,51.41,0,High deviation in cost or deadlines
40,Project_40,Residential Building,Description of Project_40 in Residential Building.,251,Suburban,7457723,Company_812,8105217.92,2025-03-01,282,982,15,228771297.63,1,0.76,0,8.68,12.35,66.73,0,High deviation in cost or deadlines
40,Project_40,Residential Building,Description of Project_40 in Residential Building.,251,Suburban,7457723,Company_932,7314834.42,2025-03-05,230,348,35,305664798.14,11,0.96,0,-1.92,-8.37,92.4,1,Cost-effective and timely
40,Project_40,Residential Building,Description of Project_40 in Residential Building.,251,Suburban,7457723,Company_143,7573505.17,2025-10-03,251,246,45,212384026.02,13,0.64,0,1.55,0.0,85.62,1,Cost-effective and timely
40,Project_40,Residential Building,Description of Project_40 in Residential Building.,251,Suburban,7457723,Company_925,6354114.09,2025-01-15,213,247,14,384693030.05,20,0.81,1,-14.8,-15.14,72.81,1,Cost-effective and timely
41,Project_41,Industrial Complex,Description of Project_41 in Industrial Complex.,653,Suburban,14408510,Company_995,11987042.72,2025-01-15,694,219,27,242237162.88,37,0.94,0,-16.81,6.28,93.72,1,Cost-effective and timely
41,Project_41,Industrial Complex,Description of Project_41 in Industrial Complex.,653,Suburban,14408510,Company_591,14660241.22,2025-01-27,653,425,48,303423827.37,25,0.88,1,1.75,0.0,102.45,1,Cost-effective and timely
41,Project_41,Industrial Complex,Description of Project_41 in Industrial Complex.,653,Suburban,14408510,Company_378,16567782.19,2025-06-21,689,741,41,472258158.24,16,0.55,0,14.99,5.51,76.57,1,Cost-effective and timely
41,Project_41,Industrial Complex,Description of Project_41 in Industrial Complex.,653,Suburban,14408510,Company_794,14548658.2,2025-04-06,613,987,47,424665456.62,40,0.67,1,0.97,-6.13,94.91,1,Cost-effective and timely
41,Project_41,Industrial Complex,Description of Project_41 in Industrial Complex.,653,Suburban,14408510,Company_376,17168050.09,2025-06-09,731,561,28,487788263.04,3,0.95,0,19.15,11.94,80.92,1,Cost-effective and timely
42,Project_42,Industrial Complex,Description of Project_42 in Industrial Complex.,353,Urban,18315137,Company_108,19531518.91,2025-10-24,344,244,48,473907435.12,11,0.84,1,6.64,-2.55,94.51,1,Cost-effective and timely
42,Project_42,Industrial Complex,Description of Project_42 in Industrial Complex.,353,Urban,18315137,Company_938,21511055.98,2025-11-02,391,935,32,96970212.46,31,0.84,0,17.45,10.76,88.65,1,Cost-effective and timely
